IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2212,"Recover AoA at MJ03F.  
Swap CTD at MJ03F.  
Pre-stage cable at MJ03F.",2022-08-14 01:15:00,2022-08-14 07:17:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2212,2022-08-14 03:36:39,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9549883,-130.0090172,1524.03,49.32,-9.35,0,2.9,0.43,"",3.14073,2.3944,1539.687,0.57,34.5153,./files/dscs/R2212_29286.jpg
2212,2022-08-14 03:36:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550055,-130.009005,1524.89,50.37,-8.93,1.75,1.93,0.48,"",3.14038,2.3892,1540.524,0.57,34.5162,./files/dscs/R2212_29287.jpg
2212,2022-08-14 03:36:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9550288,-130.0090125,1524.84,78.08,-8.12,0.51,1.96,0.71,"",3.14042,2.3899,1540.297,0.57,34.516,./files/dscs/R2212_29288.jpg
2212,2022-08-14 03:37:05,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550525,-130.0090107,1524.56,82.43,-7.13,0.88,2.74,0.44,"",3.14048,2.3908,1540.067,0.57,34.5159,./files/dscs/R2212_29289.jpg
2212,2022-08-14 03:38:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550004,-130.0089285,1524.25,67.71,-6.3,0.2,2.68,0.51,"",3.1404,2.3898,1539.649,0.57,34.5161,./files/dscs/R2212_29290.jpg
2212,2022-08-14 03:39:33,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9549812,-130.0088838,1524.95,55.97,-7.59,1.85,2.03,0.06,"",3.14035,2.3886,1540.394,0.57,34.5164,./files/dscs/R2212_29291.jpg
2212,2022-08-14 03:44:09,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9549666,-130.0088555,1524.99,62.58,-7.95,1.31,1.95,0,"",3.14054,2.3926,1540.509,0.57,34.5144,./files/dscs/R2212_29292.jpg
2212,2022-08-14 03:44:28,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=900]",45.9549677,-130.0088613,1525.06,73.57,-8.93,2.41,1.99,0.04,"",3.14058,2.3951,1540.515,0.57,34.5123,./files/dscs/R2212_29293.jpg
2212,2022-08-14 03:44:53,"cable unlactched",45.9549671,-130.0088659,1525.1,74.68,-7.24,1.4,1.9,0,"Vehicle ",3.14183,2.4061,1540.525,0.57,34.5159,./files/framegrabs/SDI1_8_14_2022 01_07_09_09457.jpg
2212,2022-08-14 03:50:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9549497,-130.0088674,1524.28,56.92,-7.67,2.24,2.69,0.2,"",3.1405,2.3916,1539.789,0.57,34.5155,./files/dscs/R2212_29294.jpg
2212,2022-08-14 03:53:28,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549245,-130.0092883,1525.89,82.4,-6.63,6.05,0.93,0.03,"",3.1406,2.3932,1541.348,0.57,34.5141,./files/dscs/R2212_29295.jpg
2212,2022-08-14 03:54:10,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549313,-130.009255,1522.02,91.04,-2.14,0.31,4.71,0.2,"",3.14183,2.4092,1537.551,0.57,34.5141,./files/dscs/R2212_29296.jpg
2212,2022-08-14 03:54:25,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9549222,-130.0092347,1524.19,90.81,-5.49,0.82,2.64,0.49,"",3.141,2.3975,1539.639,0.57,34.5154,./files/dscs/R2212_29297.jpg
2212,2022-08-14 03:54:55,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9549203,-130.0092131,1525.2,85.55,-8.33,0.72,1.78,0.09,"",3.14078,2.3955,1540.644,0.57,34.5142,./files/dscs/R2212_29298.jpg
2212,2022-08-14 03:55:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.9549558,-130.0092727,1522.8,124.9,-4.65,1.32,3.96,0.95,"",3.14102,2.3986,1538.235,0.57,34.5151,./files/dscs/R2212_29299.jpg
2212,2022-08-14 03:55:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.9549778,-130.0092771,1522.33,161.72,-5.37,0.3,5.14,0.56,"",3.14067,2.3946,1537.784,0.57,34.5153,./files/dscs/R2212_29300.jpg
2212,2022-08-14 03:57:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9548901,-130.0090819,1524.97,137.92,-8.22,0.12,1.89,0.14,"",3.1407,2.3935,1540.496,0.57,34.5155,./files/dscs/R2212_29301.jpg
2212,2022-08-14 03:58:09,"figuring out cable layout",45.9549818,-130.0091531,1521.05,174.49,-5.98,0.56,6.72,0.83,"",3.141,2.3985,1536.46,0.57,34.5158,
2212,2022-08-14 03:59:28,"picked up cable",45.9549511,-130.0092736,1525.76,126.4,-8.3,1.34,0.96,0,"",3.14063,2.3917,1541.313,0.57,34.5161,./files/framegrabs/SDI1_8_14_2022 01_07_09_10338.jpg
2212,2022-08-14 04:01:41,"crossing cables",45.9549451,-130.00907,1526.28,168.88,-0.61,4.14,0.66,0,"Vehicle ",3.14093,2.396,1541.513,0.57,34.5152,./files/framegrabs/SDI1_8_14_2022 01_07_09_10471.jpg
2212,2022-08-14 04:05:31,"cable dropped",45.9549242,-130.0090705,1525.81,176.44,-6.51,0.01,1.05,0.04,"",3.14062,2.3922,1541.348,0.57,34.5155,./files/framegrabs/SDI1_8_14_2022 01_07_09_10701.jpg
2212,2022-08-14 04:10:34,"cable dropped",45.9548657,-130.009105,1524.93,17.41,-7.91,1.31,1.88,0.38,"Vehicle ",3.14082,2.3954,1540.474,0.57,34.515,./files/framegrabs/SDI1_8_14_2022 01_07_09_11004.jpg
2212,2022-08-14 04:12:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549638,-130.0091053,1523.96,97.6,-8.86,0.06,3.04,0.84,"",3.14091,2.3958,1539.594,0.57,34.5161,./files/dscs/R2212_29302.jpg
2212,2022-08-14 04:13:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9549706,-130.008839,1526.23,51.5,-2.03,0.36,0.68,0,"",3.14076,2.393,1541.615,0.57,34.5161,./files/dscs/R2212_29303.jpg
2212,2022-08-14 04:13:48,"cable unwound",45.9549695,-130.0088425,1526.21,51.51,-1.62,0.6,0.67,0,"Vehicle ",3.14067,2.3947,1541.625,0.57,34.5133,./files/framegrabs/SDI1_8_14_2022 01_07_09_11197.jpg
2212,2022-08-14 04:17:07,"cable unwound",45.9549593,-130.0088596,1526.17,71.94,-1.09,1.57,0.85,0.23,"Vehicle ",3.14178,2.403,1541.633,0.57,34.518,./files/framegrabs/SDI1_8_14_2022 01_07_09_11408.jpg
2212,2022-08-14 04:28:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549098,-130.0090457,1519.16,80.62,-9.59,0.7,8.13,0.66,"",3.1412,2.4009,1534.554,0.57,34.5167,./files/dscs/R2212_29304.jpg
2212,2022-08-14 04:28:35,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549334,-130.0089774,1518.67,111.86,-6.21,1.68,8.32,0.98,"",3.14062,2.3964,1534.048,0.57,34.5146,./files/dscs/R2212_29305.jpg
2212,2022-08-14 04:30:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=1/200] [ISO Equivalent=400]",45.9549195,-130.0088981,1526.21,159.51,0.71,1.98,0.74,0,"",3.14118,2.3995,1541.511,0.57,34.5145,./files/dscs/R2212_29306.jpg
2212,2022-08-14 04:30:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549232,-130.0089019,1526.2,159.44,0.44,2.03,0.75,0,"",3.14095,2.3983,1541.521,0.57,34.5129,./files/dscs/R2212_29307.jpg
2212,2022-08-14 04:31:18,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.9549299,-130.0089116,1526.23,159.71,1.17,1.72,0.72,0,"",3.14078,2.3941,1541.519,0.57,34.5153,./files/dscs/R2212_29308.jpg
2212,2022-08-14 04:31:52,"cable unsheathed",45.9549291,-130.0089129,1526.24,159.7,1.21,1.7,0.72,0,"Vehicle ",3.14094,2.3943,1541.533,0.57,34.5171,./files/framegrabs/SDI1_8_14_2022 01_07_09_12282.jpg
2212,2022-08-14 04:32:52,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=900]",45.9549302,-130.0089175,1526.29,159.53,0.77,1.74,0.74,0,"",3.14084,2.3954,1541.525,0.57,34.5147,./files/dscs/R2212_29309.jpg
2212,2022-08-14 04:34:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.954926,-130.0089146,1526.3,154.34,1.08,1.01,0.7,0,"",3.14111,2.3989,1541.574,0.57,34.5142,./files/dscs/R2212_29310.jpg
2212,2022-08-14 04:34:26,"cable CCALW9 plugged into MJ03f-j8",45.9549259,-130.0089148,1526.29,154.34,1.1,1,0.7,0,"Cabled Plug ",3.14199,2.409,1541.57,0.57,34.5143,./files/framegrabs/SDI1_8_14_2022 01_07_09_12435.jpg
2212,2022-08-14 04:34:38,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",45.9549229,-130.0089025,1526.21,154.44,0.62,1.05,0.71,0.39,"",3.14136,2.3983,1541.564,0.57,34.5179,./files/dscs/R2212_29311.jpg
2212,2022-08-14 04:36:55,"grabbed ctd",45.9550735,-130.0087873,1526.67,167.29,1.41,1.66,0.8,0,"Vehicle ",3.1408,2.3944,1541.908,0.57,34.515,./files/framegrabs/SDI1_8_14_2022 01_07_09_12585.jpg
2212,2022-08-14 04:37:19,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9550715,-130.008778,1526.65,167.04,-2.55,1.07,0.95,0.03,"",3.14083,2.3943,1541.911,0.57,34.5156,./files/dscs/R2212_29312.jpg
2212,2022-08-14 04:38:09,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9550039,-130.0087952,1522.36,228.53,-9.67,4.42,4.9,0.18,"",3.14074,2.3968,1537.709,0.57,34.5139,./files/dscs/R2212_29313.jpg
2212,2022-08-14 04:40:35,"ctd in basket",45.9550024,-130.0087999,1525.19,246.97,-7.68,0.5,2.02,0.42,"Vehicle ",3.14298,2.412,1540.805,0.57,34.5235,./files/framegrabs/SDI1_8_14_2022 01_07_09_12805.jpg
2212,2022-08-14 04:40:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9550442,-130.0088178,1523.71,238.38,-7.07,0.61,3.64,0.85,"",3.14074,2.3942,1539.186,0.57,34.5158,./files/dscs/R2212_29314.jpg
2212,2022-08-14 04:41:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9550513,-130.0088738,1526.46,218.99,-1.89,0.87,0.71,0,"",3.14082,2.3947,1541.757,0.57,34.515,./files/dscs/R2212_29315.jpg
2212,2022-08-14 04:42:55,"lifting a0a",45.9550523,-130.008857,1526.43,219.3,-2.44,1.32,0.83,0,"Vehicle ",3.14109,2.3976,1541.764,0.57,34.5152,./files/framegrabs/SDI1_8_14_2022 01_07_09_12945.jpg
2212,2022-08-14 04:45:27,"A0A in basket",45.9549707,-130.0088717,1526.42,50.69,-2.07,0.01,0.7,0,"Vehicle ",3.14083,2.3943,1541.764,0.57,34.5156,./files/framegrabs/SDI1_8_14_2022 01_07_09_13096.jpg
2212,2022-08-14 04:46:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9549639,-130.0088787,1526.47,51.21,-1.92,0.04,0.7,0,"",3.14079,2.3939,1541.749,0.57,34.5155,./files/dscs/R2212_29316.jpg
2212,2022-08-14 04:48:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549706,-130.0088954,1525,52.62,-5.34,1.37,2.15,0,"",3.14117,2.4003,1540.435,0.57,34.514,./files/dscs/R2212_29317.jpg
2212,2022-08-14 04:50:08,"picked up cable",45.9550357,-130.0088591,1526.53,133.4,-1.41,0.07,0.62,0,"Vehicle ",3.14094,2.3965,1541.831,0.57,34.5145,./files/framegrabs/SDI1_8_14_2022 01_07_09_13378.jpg
2212,2022-08-14 04:52:53,"plugin basket",45.9549653,-130.0088523,1526.58,49.38,-1.94,0.65,0.68,0,"Vehicle ",3.1408,2.3942,1541.79,0.57,34.5153,./files/framegrabs/SDI1_8_14_2022 01_07_09_13542.jpg
2212,2022-08-14 04:53:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",45.954962,-130.0089577,1523.13,77.21,-6.49,0.64,4.02,0.53,"",3.14135,2.4019,1538.698,0.57,34.5154,./files/dscs/R2212_29318.jpg
2212,2022-08-14 04:54:09,"fissure",45.9550102,-130.0089928,1525.38,67.67,-6.23,2.38,1.66,0.21,"Geology ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_13619.jpg
2212,2022-08-14 04:54:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9550114,-130.0089953,1525.63,72.58,-6.69,2.1,1.28,0.05,"",3.14114,2.3985,1541.092,0.57,34.5152,./files/dscs/R2212_29319.jpg
2212,2022-08-14 04:55:50,"dropped cable",45.9549425,-130.0088391,1523.65,17.69,-8.21,1.44,3.52,0.12,"",3.14085,2.3966,1539.113,0.57,34.5147,./files/framegrabs/SDI1_8_14_2022 01_07_09_13711.jpg
2212,2022-08-14 04:57:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9549899,-130.0088632,1523.49,66.5,-8.36,0.03,3.91,0.46,"",3.14069,2.3944,1538.837,0.57,34.5152,./files/dscs/R2212_29320.jpg
2212,2022-08-14 04:58:04,"dropped cable",45.9549588,-130.0088786,1524.1,46,-7.39,0.26,3.16,0.88,"Vehicle ",3.14094,2.3971,1539.633,0.57,34.515,./files/framegrabs/SDI1_8_14_2022 01_07_09_13845.jpg
2212,2022-08-14 05:01:17,"cable spooled",45.9549468,-130.0088486,1524.51,51.16,-6.09,3.37,2.88,0.49,"Vehicle ",3.14113,2.399,1539.85,0.57,34.5152,./files/framegrabs/SDI2_8_14_2022 01_07_11_14041.jpg
2212,2022-08-14 05:03:35,"spooling other side of cable",45.9550225,-130.008859,1526.73,49.98,-1.26,0.74,0.67,0.39,"Vehicle ",3.14093,2.3963,1541.867,0.57,34.5146,./files/framegrabs/SDI1_8_14_2022 01_07_09_14185.jpg
2212,2022-08-14 05:05:39,"Ethan logging",45.9549834,-130.0089012,1526.22,49.38,-8.26,1.83,1.14,0.16,"Logger ",3.14139,2.4031,1541.568,0.57,34.5131,./files/framegrabs/SDI1_8_14_2022 01_07_09_14307.jpg
2212,2022-08-14 05:06:37,"cable on left antler fell off",45.9549701,-130.0088828,1524.66,34.33,-6.49,1.76,2.62,0.09,"Asset ",3.14131,2.4014,1540.091,0.57,34.5147,./files/framegrabs/SDI1_8_14_2022 01_07_09_14367.jpg
2212,2022-08-14 05:08:49,"putting bungee, not ring on the antler",45.9549602,-130.0088356,1525.44,334.91,-9,0.03,1.81,0.11,"",3.14118,2.4,1540.916,0.57,34.5143,./files/framegrabs/SDI1_8_14_2022 01_07_09_14499.jpg
2212,2022-08-14 05:10:33,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9550194,-130.0088376,1525.33,131.28,-6.3,2.54,2.01,0.31,"",3.14108,2.3984,1540.765,0.57,34.5148,./files/dscs/R2212_29321.jpg
2212,2022-08-14 05:12:21,"more cable wrangling",45.9550136,-130.0088444,1523.96,167.56,-7.38,0.8,3.36,0.15,"Asset ",3.14104,2.3983,1539.553,0.57,34.515,./files/framegrabs/SDI1_8_14_2022 01_07_09_14702.jpg
2212,2022-08-14 05:16:41,"using manipulators to close toolbasket door",45.9550062,-130.0087785,1526.72,220.52,-1.14,0.31,0.79,0.06,"Asset ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_14971.jpg
2212,2022-08-14 05:18:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9550324,-130.0087979,1526.59,218.17,-1.61,0.2,0.65,0,"",3.14077,2.3937,1541.987,0.57,34.5154,./files/dscs/R2212_29322.jpg
2212,2022-08-14 05:21:13,"using left manip to hook bungee latch of basket door",45.954942,-130.0087516,1526.76,227.16,-0.88,0.25,0.66,0.55,"Vehicle ",3.1408,2.3946,1542.007,0.57,34.5149,./files/framegrabs/SDI1_8_14_2022 01_07_09_15243.jpg
2212,2022-08-14 05:25:03,"right door bungee secured",45.9550035,-130.0087948,1526.64,226.98,-1.1,0.07,0.62,0,"Asset ",3.14078,2.3938,1542.038,0.57,34.5153,./files/framegrabs/SDI1_8_14_2022 01_07_09_15472.jpg
2212,2022-08-14 05:28:56,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9550048,-130.0088101,1526.68,227.53,-1.25,0.11,0.63,0,"",3.14076,2.3934,1542.062,0.57,34.5155,./files/dscs/R2212_29323.jpg
2212,2022-08-14 05:29:23,"strapping equipment down",45.9550025,-130.0088061,1526.72,227.44,-1.24,0.12,0.63,0,"Vehicle ",3.14082,2.3942,1542.081,0.57,34.5154,./files/framegrabs/SDI1_8_14_2022 01_07_09_15728.jpg
2212,2022-08-14 05:31:04,"CTD equipment secured in basket",45.9549897,-130.0087877,1526.85,225.32,-1.22,0.05,0.64,0.39,"Asset ",3.14117,2.3985,1542.081,0.57,34.5151,./files/framegrabs/SDI1_8_14_2022 01_07_09_15825.jpg
2212,2022-08-14 05:32:43,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9549629,-130.0088386,1526.54,58.83,-5.39,1.46,0.82,0.22,"",3.14156,2.4019,1542.064,0.57,34.5162,./files/dscs/R2212_29324.jpg
2212,2022-08-14 05:40:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9549555,-130.0087887,1526.65,60.39,-2.03,0.45,0.68,0.39,"",3.14096,2.396,1542.132,0.57,34.5152,./files/dscs/R2212_29325.jpg
2212,2022-08-14 05:41:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549538,-130.0087782,1526.65,60.39,-2.04,0.46,0.69,0.39,"",3.141,2.3957,1542.146,0.57,34.516,./files/dscs/R2212_29326.jpg
2212,2022-08-14 05:41:14,"surface windspeed, varies 10-15 m/s currently 14 from starboard bow",45.9549528,-130.0087733,1526.61,60.39,-2.03,0.45,0.69,0.39,"Other ",3.14101,2.3961,1542.138,0.57,34.5156,./files/framegrabs/SDI1_8_14_2022 01_07_09_16443.jpg
2212,2022-08-14 05:41:17,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9549524,-130.0087704,1526.64,60.39,-2.03,0.46,0.68,0.39,"",3.14122,2.3984,1542.136,0.57,34.5158,./files/dscs/R2212_29327.jpg
2212,2022-08-14 05:41:28,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549535,-130.0087925,1525.64,63.27,-5.94,1.23,1.8,0.39,"",3.1419,2.4085,1541.257,0.57,34.5138,./files/dscs/R2212_29328.jpg
2212,2022-08-14 05:41:37,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",45.9549659,-130.0088436,1525.38,72.34,-7.49,0.82,2.11,0.73,"",3.14086,2.396,1540.852,0.57,34.5145,./files/dscs/R2212_29329.jpg
2212,2022-08-14 05:42:28,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549837,-130.0089606,1524.97,208.45,-4.53,0.36,2.42,0.48,"",3.14084,2.3955,1540.301,0.57,34.5152,./files/dscs/R2212_29330.jpg
2212,2022-08-14 05:42:30,"starting photomosiac",45.9549824,-130.0089677,1525.13,208.33,-5.12,0.05,2.3,0.52,"",3.14088,2.3951,1540.464,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_16520.jpg
2212,2022-08-14 05:42:38,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549806,-130.0089885,1525.59,207.67,-5.99,0.18,1.91,0.33,"",3.14075,2.394,1540.942,0.57,34.5153,./files/dscs/R2212_29331.jpg
2212,2022-08-14 05:42:45,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549788,-130.0090057,1525.65,208.67,-4.57,0.25,1.8,0.3,"",3.14139,2.401,1541.025,0.57,34.5157,./files/dscs/R2212_29332.jpg
2212,2022-08-14 05:42:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.95497,-130.009032,1525.06,208.2,-5.63,0.28,2.45,0.41,"",3.14154,2.4042,1540.515,0.56,34.5143,./files/dscs/R2212_29333.jpg
2212,2022-08-14 05:43:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549634,-130.0090525,1524.9,208.3,-5.16,0.1,2.56,0.44,"",3.14153,2.4041,1540.311,0.57,34.5145,./files/dscs/R2212_29334.jpg
2212,2022-08-14 05:43:07,"cables crossed; fetch cable under SCPR cable",45.9549624,-130.0090545,1524.91,208.34,-5.1,0.18,2.57,0.44,"Asset ",3.14147,2.4034,1540.309,0.56,34.5144,./files/framegrabs/SDI1_8_14_2022 01_07_09_16556.jpg
2212,2022-08-14 05:43:14,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",45.9549555,-130.0090716,1524.97,207.97,-5.12,0.06,2.5,0.39,"",3.14124,2.4013,1540.375,0.56,34.5138,./files/dscs/R2212_29335.jpg
2212,2022-08-14 05:43:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549563,-130.0090931,1525.35,194.71,-4.61,0.43,2.09,0.41,"",3.14082,2.3953,1540.708,0.57,34.515,./files/dscs/R2212_29336.jpg
2212,2022-08-14 05:43:29,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549508,-130.0091167,1525.56,181.92,-5.97,0.96,2.02,0.47,"",3.14079,2.3945,1540.927,0.56,34.5154,./files/dscs/R2212_29337.jpg
2212,2022-08-14 05:43:38,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9549487,-130.0091482,1524.94,160.08,-5.33,0.67,2.61,0,"",3.14081,2.3949,1540.332,0.56,34.5154,./files/dscs/R2212_29338.jpg
2212,2022-08-14 05:43:47,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549353,-130.0091592,1524.97,126.35,-5.59,1.14,2.52,0.46,"",3.14074,2.3944,1540.346,0.57,34.5151,./files/dscs/R2212_29339.jpg
2212,2022-08-14 05:43:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549284,-130.0091519,1525.1,111.16,-5.55,1.11,2.49,0.33,"",3.14075,2.3942,1540.506,0.57,34.5153,./files/dscs/R2212_29340.jpg
2212,2022-08-14 05:44:08,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549298,-130.0091894,1524.43,111.5,-5.47,0.94,3.08,0.33,"",3.14072,2.3946,1539.813,0.57,34.5148,./files/dscs/R2212_29341.jpg
2212,2022-08-14 05:44:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549197,-130.0091918,1524.55,111.44,-6.07,0.29,3.03,0.29,"",3.14073,2.3945,1539.949,0.56,34.5151,./files/dscs/R2212_29342.jpg
2212,2022-08-14 05:44:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549181,-130.0091949,1525.06,111.65,-5.55,0.99,2.52,0.04,"",3.14094,2.3956,1540.426,0.56,34.5162,./files/dscs/R2212_29343.jpg
2212,2022-08-14 05:44:29,"SCPR",45.954919,-130.0091964,1525.62,112.56,-6.38,1.07,1.89,0.14,"Asset ",3.14076,2.3943,1540.991,0.57,34.5151,./files/framegrabs/SDI1_8_14_2022 01_07_09_16637.jpg
2212,2022-08-14 05:44:35,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",45.9549185,-130.0091981,1525.68,111,-6.06,0.22,1.85,0.04,"",3.14077,2.3943,1541.122,0.57,34.5151,./files/dscs/R2212_29344.jpg
2212,2022-08-14 05:44:43,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9549193,-130.009204,1525.13,111.6,-6.34,0.84,2.31,0,"",3.1411,2.3978,1540.633,0.56,34.5158,./files/dscs/R2212_29345.jpg
2212,2022-08-14 05:44:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.954923,-130.0092054,1524.82,101.1,-5.02,0.76,2.73,0.14,"",-,-,-,-,-,./files/dscs/R2212_29346.jpg
2212,2022-08-14 05:45:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549362,-130.009159,1525.11,119.54,-5.55,1.93,2.49,0.35,"",3.14129,2.4,1540.453,0.57,34.5159,./files/dscs/R2212_29347.jpg
2212,2022-08-14 05:45:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549185,-130.0091332,1524.9,119.33,-6.95,-0.12,2.66,0.45,"",3.14114,2.3971,1540.351,0.56,34.5171,./files/dscs/R2212_29348.jpg
